timestamp,water_type,air_temp_C,air_humidity_pct,pH,turbidity_voltage_V,absorbance,water_temp_C
2026-03-15T01:18:02,tap_water,22.4,26.0,7.709466666782049,3.4147499999999997,,24.0
2026-03-15T01:18:13,tap_water,22.3,25.0,7.807216666781516,3.4113749999999996,,24.0
2026-03-15T01:18:25,tap_water,22.3,20.0,7.81756666678146,3.4149375,,24.0
2026-03-15T01:18:36,tap_water,22.3,23.0,7.778466666781673,3.4128750000000005,,24.0
2026-03-15T01:18:47,tap_water,22.3,26.0,7.647366666782387,3.3980625,,24.0
2026-03-15T01:18:58,tap_water,22.3,20.0,7.821016666781441,3.403875,,24.0
2026-03-15T01:19:09,tap_water,22.3,20.0,7.653116666782356,3.40125,,24.0
2026-03-15T01:19:20,tap_water,22.3,23.0,7.785366666781636,3.3973125,,23.937
2026-03-15T01:19:31,tap_water,22.3,26.0,7.802616666781541,3.393,,24.0
2026-03-15T01:19:42,tap_water,22.3,25.0,7.681866666782199,3.3913124999999997,,23.937
2026-03-15T01:19:53,tap_water,22.3,20.0,7.778466666781673,3.387,,23.937
2026-03-15T01:20:04,tap_water,22.3,20.0,7.6715166667822565,3.3832500000000003,,23.937
2026-03-15T01:20:15,tap_water,,,7.818716666781457,3.37875,,23.937
2026-03-15T01:20:26,tap_water,22.3,55.0,7.740516666781879,3.3774375,,23.937
2026-03-15T01:20:37,tap_water,22.3,55.0,7.734766666781912,3.3735,,23.937
2026-03-15T01:20:48,tap_water,22.3,55.0,7.663466666782297,3.3705,,23.937
2026-03-15T01:21:00,tap_water,22.3,40.0,7.695666666782124,3.3703125000000003,,23.875
2026-03-15T01:21:11,tap_water,22.3,20.0,7.74396666678186,3.3646875,,23.875
2026-03-15T01:21:22,tap_water,22.3,20.0,7.748566666781837,3.3611250000000004,,23.875
2026-03-15T01:21:33,tap_water,22.3,23.0,7.737066666781898,3.357,,23.875
2026-03-15T01:21:44,tap_water,22.3,23.0,7.807216666781516,3.3549375,,23.875
2026-03-15T01:21:55,tap_water,22.3,20.0,7.807216666781516,3.3526875,,23.875
2026-03-15T01:22:06,tap_water,22.4,23.0,7.695666666782124,3.3491250000000004,,23.875
2026-03-15T01:22:17,tap_water,22.3,23.0,7.653116666782356,3.3466875,,23.875
2026-03-15T01:22:28,tap_water,22.4,20.0,7.718666666781999,3.3444374999999997,,23.875
2026-03-15T01:22:39,tap_water,22.4,20.0,7.822166666781435,3.3399374999999996,,23.875
2026-03-15T01:22:50,tap_water,22.4,25.0,7.660016666782315,3.339,,23.812
2026-03-15T01:23:01,tap_water,22.4,20.0,7.78651666678163,3.3339374999999998,,23.812
2026-03-15T01:23:12,tap_water,22.4,20.0,7.776166666781686,3.3313125,,23.812
2026-03-15T01:23:23,tap_water,22.4,55.0,7.650816666782369,3.3365625000000003,,23.812
2026-03-15T01:23:35,tap_water,22.4,20.0,7.822166666781435,3.3350625,,23.812
2026-03-15T01:23:46,tap_water,22.4,40.0,7.657716666782331,3.3316875,,23.812
2026-03-15T01:23:57,tap_water,22.4,40.0,7.808366666781513,3.331125,,23.812
2026-03-15T01:24:08,tap_water,22.4,40.0,7.661166666782313,3.3279375,,23.812
2026-03-15T01:24:19,tap_water,22.4,40.0,7.822166666781435,3.3211875,,23.75
2026-03-15T01:24:30,tap_water,22.4,55.0,7.6738166667822405,3.3240000000000003,,23.75
2026-03-15T01:24:41,tap_water,22.4,40.0,7.684166666782186,3.3202500000000006,,23.75
2026-03-15T01:24:52,tap_water,22.4,40.0,7.784216666781642,3.31725,,23.75
2026-03-15T01:25:03,tap_water,22.4,40.0,7.82676666678141,3.3146250000000004,,23.75
2026-03-15T01:25:14,tap_water,22.4,40.0,7.82676666678141,3.3103125,,23.75
2026-03-15T01:25:25,tap_water,22.4,40.0,7.825616666781416,3.3099374999999998,,23.75
2026-03-15T01:25:36,tap_water,22.4,20.0,7.818716666781457,3.3065625,,23.687
2026-03-15T01:25:47,tap_water,22.4,31.0,7.7577666667817855,3.3045,,23.687
2026-03-15T01:25:58,tap_water,22.4,40.0,7.677266666782222,3.3035625,,23.687
2026-03-15T01:26:10,tap_water,22.4,40.0,7.657716666782331,3.3011250000000003,,23.75
2026-03-15T01:26:21,tap_water,22.4,31.0,7.70371666678208,3.2981249999999998,,23.687
2026-03-15T01:26:32,tap_water,22.4,31.0,7.74396666678186,3.2945625000000005,,23.687
2026-03-15T01:26:43,tap_water,22.4,55.0,7.727866666781949,3.2930624999999996,,23.687
2026-03-15T01:26:54,tap_water,22.4,55.0,7.747416666781842,3.279,,23.687
2026-03-15T01:27:05,tap_water,22.3,29.0,7.771566666781711,3.2874375000000002,,23.687
2026-03-15T01:27:16,tap_water,22.4,35.0,7.8233166667814285,3.285,,23.625
2026-03-15T01:27:27,tap_water,22.3,31.0,7.771566666781711,3.2814375,,23.625
2026-03-15T01:27:38,tap_water,22.4,35.0,7.683016666782192,3.2805,,23.625
2026-03-15T01:27:49,tap_water,22.3,29.0,7.825616666781416,3.2806875,,23.625
2026-03-15T01:28:00,tap_water,22.3,35.0,7.65541666678234,3.28125,,23.625
2026-03-15T01:28:11,tap_water,22.3,35.0,7.780766666781661,3.277875,,23.625
2026-03-15T01:28:22,tap_water,22.3,35.0,7.821016666781441,3.274875,,23.625
2026-03-15T01:28:33,tap_water,22.3,31.0,7.711766666782037,3.2713124999999996,,23.625
2026-03-15T01:28:45,tap_water,22.3,29.0,7.660016666782315,3.2705625000000005,,23.625
2026-03-15T01:28:56,tap_water,22.3,29.0,7.657716666782331,3.267,,23.562
2026-03-15T01:29:07,tap_water,22.3,29.0,7.669216666782265,3.2656875000000003,,23.625
2026-03-15T01:29:18,tap_water,22.3,29.0,7.69451666678213,3.26325,,23.562
2026-03-15T01:29:29,tap_water,22.3,35.0,7.811816666781494,3.26025,,23.562
2026-03-15T01:29:40,tap_water,22.3,29.0,7.778466666781673,3.2585625,,23.562
2026-03-15T01:29:51,tap_water,22.3,35.0,7.65426666678235,3.2626875,,23.562
2026-03-15T01:30:02,tap_water,22.3,28.0,7.798016666781567,3.2604375,,23.562
2026-03-15T01:30:13,tap_water,22.3,28.0,7.807216666781516,3.2589375,,23.562
2026-03-15T01:30:24,tap_water,22.3,29.0,7.650816666782369,3.2566875,,23.562
2026-03-15T01:30:35,tap_water,22.3,35.0,7.824466666781422,3.254625,,23.562
2026-03-15T01:30:46,tap_water,22.3,29.0,7.649666666782375,3.2505000000000006,,23.562
